Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
40,Austria,2005,Industry (% of gross value added),30.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,2010,Industry (% of gross value added),28.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,2015,Industry (% of gross value added),28.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,2018,Industry (% of gross value added),28.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,2019,Industry (% of gross value added),28.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,2020,Industry (% of gross value added),28.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
40,Austria,1995,Services (% of gross value added),65.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2005,Services (% of gross value added),68.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2010,Services (% of gross value added),69.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2015,Services (% of gross value added),70.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2018,Services (% of gross value added),70.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2019,Services (% of gross value added),70.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
40,Austria,2020,Services (% of gross value added),70.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
31,Azerbaijan,1995,Industry (% of gross value added),32.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2005,Industry (% of gross value added),63.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2010,Industry (% of gross value added),64,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2015,Industry (% of gross value added),48.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2018,Industry (% of gross value added),56.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2019,Industry (% of gross value added),53.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,2020,Industry (% of gross value added),45.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
31,Azerbaijan,1995,Services (% of gross value added),40.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2005,Services (% of gross value added),27,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2010,Services (% of gross value added),30.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2015,Services (% of gross value added),44.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2018,Services (% of gross value added),38,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2019,Services (% of gross value added),40.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
31,Azerbaijan,2020,Services (% of gross value added),46.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
44,Bahamas,1995,Industry (% of gross value added),11.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2005,Industry (% of gross value added),11.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2010,Industry (% of gross value added),12.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2015,Industry (% of gross value added),12.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2018,Industry (% of gross value added),14.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2019,Industry (% of gross value added),13.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,2020,Industry (% of gross value added),13.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
44,Bahamas,1995,Services (% of gross value added),86.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2005,Services (% of gross value added),87.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2010,Services (% of gross value added),86.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2015,Services (% of gross value added),86.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2018,Services (% of gross value added),85.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2019,Services (% of gross value added),85.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
44,Bahamas,2020,Services (% of gross value added),86.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
48,Bahrain,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.7,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
48,Bahrain,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.3,Data classified according to ISIC Rev. 4.;At producers' prices.
